"V1" "V2" "V3" "V4"
11140 0.8736981 0.424842 0.01
11141 0.8736981 0.424842 0.01
11142 0.8736981 0.424842 0.01
11143 0.8736981 0.424842 0.01
11144 0.8736981 0.424842 0.01
11145 0.8736981 0.424842 0.01
11146 0.8736981 0.424842 0.01
11147 0.8736981 0.424842 0.01
11148 0.8736981 0.424842 0.01
11149 0.8736981 0.424842 0.01
11150 0.8736981 0.424842 0.01
11151 0.8736981 0.424842 0.01
11152 0.8736981 0.424842 0.01
11153 0.8736981 0.424842 0.01
11154 0.8736981 0.424842 0.01
11155 0.8736981 0.424842 0.01
11156 0.8736981 0.424842 0.01
11157 0.8736981 0.424842 0.01
11158 0.8736981 0.424842 0.01
11159 0.8736981 0.424842 0.01
11160 0.8736981 0.424842 0.01
11161 0.8736981 0.424842 0.01
11162 0.8736981 0.424842 0.01
11163 0.8736981 0.424842 0.01
11164 0.8736981 0.424842 0.01
11165 0.8736981 0.424842 0.01
11166 0.8736981 0.424842 0.01
11167 0.8736981 0.424842 0.01
11168 0.8736981 0.424842 0.01
11169 0.8736981 0.424842 0.01
11170 0.8736981 0.424842 0.01
11171 0.8736981 0.424842 0.01
11172 0.8736981 0.424842 0.01
11173 0.8736981 0.424842 0.01
11174 0.8736981 0.424842 0.01
11175 0.8736981 0.424842 0.01
11176 0.8736981 0.424842 0.01
11177 0.8736981 0.424842 0.01
11178 0.8736981 0.424842 0.01
11179 0.8736981 0.424842 0.01
11180 0.8736981 0.424842 0.01
11181 0.8736981 0.424842 0.01
11182 0.8736981 0.424842 0.01
11183 0.8736981 0.424842 0.01
11184 0.8736981 0.424842 0.01
11185 0.8736981 0.424842 0.01
11186 0.8736981 0.424842 0.01
11187 0.8736981 0.424842 0.01
11188 0.8736981 0.424842 0.01
11189 0.8736981 0.424842 0.01
11190 0.8736981 0.424842 0.01
11191 0.8736981 0.424842 0.01
11192 0.8736981 0.424842 0.01
11193 0.8736981 0.424842 0.01
11194 0.8736981 0.424842 0.01
11195 0.8736981 0.424842 0.01
11196 0.8736981 0.424842 0.01
11197 0.8736981 0.424842 0.01
11198 0.8736981 0.424842 0.01
11199 0.8736981 0.424842 0.01
11200 0.8736981 0.424842 0.01
11201 0.8736981 0.424842 0.01
11202 0.8736981 0.424842 0.01
11203 0.8736981 0.424842 0.01
11204 0.8736981 0.424842 0.01
11205 0.8736981 0.424842 0.01
11206 0.8736981 0.424842 0.01
11207 0.8736981 0.424842 0.01
11208 0.8736981 0.424842 0.01
11209 0.8736981 0.424842 0.01
11210 0.8736981 0.424842 0.01
11211 0.8736981 0.424842 0.01
11212 0.8736981 0.424842 0.01
11213 0.8736981 0.424842 0.01
11214 0.8736981 0.424842 0.01
11215 0.8736981 0.424842 0.01
11216 0.8736981 0.424842 0.01
11217 0.8736981 0.424842 0.01
11218 0.8736981 0.424842 0.01
11219 0.8736981 0.424842 0.01
11220 0.8736981 0.424842 0.01
11221 0.8736981 0.424842 0.01
11222 0.8736981 0.424842 0.01
11223 0.8736981 0.424842 0.01
11224 0.8736981 0.424842 0.01
11225 0.8736981 0.424842 0.01
11226 0.8736981 0.424842 0.01
11227 0.8736981 0.424842 0.01
11228 0.8736981 0.424842 0.01
11229 0.8736981 0.424842 0.01
11230 0.8736981 0.424842 0.01
11231 0.8736981 0.424842 0.01
11232 0.8736981 0.424842 0.01
11233 0.8736981 0.424842 0.01
11234 0.8736981 0.424842 0.01
11235 0.8736981 0.424842 0.01
11236 0.8736981 0.424842 0.01
11237 0.8736981 0.424842 0.01
11238 0.8736981 0.424842 0.01
11239 0.8736981 0.424842 0.01
11240 0.8736981 0.424842 0.01
11241 0.8736981 0.424842 0.01
11242 0.8736981 0.424842 0.01
11243 0.8736981 0.424842 0.01
11244 0.8736981 0.424842 0.01
11245 0.8736981 0.424842 0.01
11246 0.8736981 0.424842 0.01
11247 0.8736981 0.424842 0.01
11248 0.8736981 0.424842 0.01
11249 0.8736981 0.424842 0.01
11250 0.8736981 0.424842 0.01
11251 0.8736981 0.424842 0.01
11252 0.8736981 0.424842 0.01
11253 0.8736981 0.424842 0.01
11254 0.8736981 0.424842 0.01
11255 0.8736981 0.424842 0.01
11256 0.8736981 0.424842 0.01
11257 0.8736981 0.424842 0.01
11258 0.8736981 0.424842 0.01
11259 0.8736981 0.424842 0.01
11260 0.8736981 0.424842 0.01
11261 0.8736981 0.424842 0.01
11262 0.8736981 0.424842 0.01
11263 0.8736981 0.424842 0.01
11264 0.8736981 0.424842 0.01
11265 0.8736981 0.424842 0.01
11266 0.8736981 0.424842 0.01
11267 0.8736981 0.424842 0.01
11268 0.8736981 0.424842 0.01
11269 0.8736981 0.424842 0.01
11270 0.8736981 0.424842 0.01
11271 0.8736981 0.424842 0.01
11272 0.8736981 0.424842 0.01
11273 0.8736981 0.424842 0.01
11274 0.8736981 0.424842 0.01
11275 0.8736981 0.424842 0.01
11276 0.8736981 0.424842 0.01
11277 0.8736981 0.424842 0.01
11278 0.8736981 0.424842 0.01
11279 0.8736981 0.424842 0.01
11280 0.8736981 0.424842 0.01
11281 0.8736981 0.424842 0.01
11282 0.8736981 0.424842 0.01
11283 0.8736981 0.424842 0.01
11284 0.8736981 0.424842 0.01
11285 0.8736981 0.424842 0.01
11286 0.8736981 0.424842 0.01
11287 0.8736981 0.424842 0.01
11288 0.8736981 0.424842 0.01
11289 0.8736981 0.424842 0.01
11290 0.8736981 0.424842 0.01
11291 0.8736981 0.424842 0.01
11292 0.8736981 0.424842 0.01
11293 0.8736981 0.424842 0.01
11294 0.8736981 0.424842 0.01
11295 0.8736981 0.424842 0.01
11296 0.8736981 0.424842 0.01
11297 0.8736981 0.424842 0.01
11298 0.8736981 0.424842 0.01
11299 0.8736981 0.424842 0.01
11300 0.8736981 0.424842 0.01
11301 0.8736981 0.424842 0.01
11302 0.8736981 0.424842 0.01
11303 0.8736981 0.424842 0.01
11304 0.8736981 0.424842 0.01
11305 0.8736981 0.424842 0.01
11306 0.8736981 0.424842 0.01
11307 0.8736981 0.424842 0.01
11308 0.8736981 0.424842 0.01
11309 0.8736981 0.424842 0.01
11310 0.8736981 0.424842 0.01
11311 0.8736981 0.424842 0.01
11312 0.8736981 0.424842 0.01
11313 0.8736981 0.424842 0.01
11314 0.8736981 0.424842 0.01
11315 0.8736981 0.424842 0.01
11316 0.8736981 0.424842 0.01
11317 0.8736981 0.424842 0.01
11318 0.8736981 0.424842 0.01
11319 0.8736981 0.424842 0.01
11320 0.8736981 0.424842 0.01
11321 0.8736981 0.424842 0.01
11322 0.8736981 0.424842 0.01
11323 0.8736981 0.424842 0.01
11324 0.8736981 0.424842 0.01
11325 0.8736981 0.424842 0.01
11326 0.8736981 0.424842 0.01
11327 0.8736981 0.424842 0.01
11328 0.8736981 0.424842 0.01
11329 0.8736981 0.424842 0.01
11330 0.8736981 0.424842 0.01
11331 0.8736981 0.424842 0.01
11332 0.8736981 0.424842 0.01
11333 0.8736981 0.424842 0.01
11334 0.8736981 0.424842 0.01
11335 0.8736981 0.424842 0.01
11336 0.8736981 0.424842 0.01
11337 0.8736981 0.424842 0.01
11338 0.8736981 0.424842 0.01
11339 0.8736981 0.424842 0.01
11340 0.8736981 0.424842 0.01
11341 0.8736981 0.424842 0.01
11342 0.8736981 0.424842 0.01
11343 0.8736981 0.424842 0.01
11344 0.8736981 0.424842 0.01
11345 0.8736981 0.424842 0.01
11346 0.8736981 0.424842 0.01
11347 0.8021873 0.1148222 0.01
11348 0.8021873 0.1148222 0.01
11349 0.8021873 0.1148222 0.01
11350 0.8021873 0.1148222 0.01
11351 0.8021873 0.1148222 0.01
11352 0.8021873 0.1148222 0.01
11353 0.8021873 0.1148222 0.01
11354 0.8021873 0.1148222 0.01
11355 0.8021873 0.1148222 0.01
11356 0.8021873 0.1148222 0.01
11357 0.8021873 0.1148222 0.01
11358 0.8021873 0.1148222 0.01
11359 0.8021873 0.1148222 0.01
11360 0.8021873 0.1148222 0.01
11361 0.8021873 0.1148222 0.01
11362 0.8021873 0.1148222 0.01
11363 0.8021873 0.1148222 0.01
11364 0.8021873 0.1148222 0.01
11365 0.8021873 0.1148222 0.01
11366 0.8021873 0.1148222 0.01
11367 0.8021873 0.1148222 0.01
11368 0.8021873 0.1148222 0.01
11369 0.8021873 0.1148222 0.01
11370 0.8021873 0.1148222 0.01
11371 0.8021873 0.1148222 0.01
11372 0.8021873 0.1148222 0.01
11373 0.8021873 0.1148222 0.01
11374 0.8021873 0.1148222 0.01
11375 0.8021873 0.1148222 0.01
11376 0.8021873 0.1148222 0.01
11377 0.8021873 0.1148222 0.01
11378 0.8021873 0.1148222 0.01
11379 0.8021873 0.1148222 0.01
11380 0.8021873 0.1148222 0.01
11381 0.8021873 0.1148222 0.01
11382 0.8021873 0.1148222 0.01
11383 0.8021873 0.1148222 0.01
11384 0.8021873 0.1148222 0.01
11385 0.8021873 0.1148222 0.01
11386 0.8021873 0.1148222 0.01
11387 0.8021873 0.1148222 0.01
11388 0.8021873 0.1148222 0.01
11389 0.8021873 0.1148222 0.01
11390 0.8021873 0.1148222 0.01
11391 0.8021873 0.1148222 0.01
11392 0.8021873 0.1148222 0.01
11393 0.8021873 0.1148222 0.01
11394 0.8021873 0.1148222 0.01
11395 0.8021873 0.1148222 0.01
11396 0.8021873 0.1148222 0.01
11397 0.8021873 0.1148222 0.01
11398 0.8021873 0.1148222 0.01
11399 0.8021873 0.1148222 0.01
11400 0.8021873 0.1148222 0.01
11401 0.8021873 0.1148222 0.01
11402 0.8021873 0.1148222 0.01
11403 0.8021873 0.1148222 0.01
11404 0.8021873 0.1148222 0.01
11405 0.8021873 0.1148222 0.01
11406 0.8021873 0.1148222 0.01
11407 0.8021873 0.1148222 0.01
11408 0.8021873 0.1148222 0.01
11409 0.8021873 0.1148222 0.01
11410 0.8021873 0.1148222 0.01
11411 0.8021873 0.1148222 0.01
11412 0.8021873 0.1148222 0.01
11413 0.8021873 0.1148222 0.01
11414 0.8021873 0.1148222 0.01
11415 0.8021873 0.1148222 0.01
11416 0.8021873 0.1148222 0.01
11417 0.8021873 0.1148222 0.01
11418 0.8021873 0.1148222 0.01
11419 0.8021873 0.1148222 0.01
11420 0.8021873 0.1148222 0.01
11421 0.8021873 0.1148222 0.01
11422 0.8021873 0.1148222 0.01
11423 0.8021873 0.1148222 0.01
11424 0.8021873 0.1148222 0.01
11425 0.8021873 0.1148222 0.01
11426 0.8021873 0.1148222 0.01
11427 0.8021873 0.1148222 0.01
11428 0.8021873 0.1148222 0.01
11429 0.8021873 0.1148222 0.01
11430 0.8021873 0.1148222 0.01
11431 0.8021873 0.1148222 0.01
11432 0.8021873 0.1148222 0.01
11433 0.8021873 0.1148222 0.01
11434 0.8021873 0.1148222 0.01
11435 0.8021873 0.1148222 0.01
11436 0.8021873 0.1148222 0.01
11437 0.8021873 0.1148222 0.01
11438 0.8021873 0.1148222 0.01
11439 0.8021873 0.1148222 0.01
11440 0.8021873 0.1148222 0.01
11441 0.8021873 0.1148222 0.01
11442 0.8021873 0.1148222 0.01
11443 0.8021873 0.1148222 0.01
11444 0.8021873 0.1148222 0.01
11445 0.8021873 0.1148222 0.01
11446 0.8021873 0.1148222 0.01
11447 0.8021873 0.1148222 0.01
11448 0.8021873 0.1148222 0.01
11449 0.8021873 0.1148222 0.01
11450 0.8021873 0.1148222 0.01
11451 0.8021873 0.1148222 0.01
11452 0.8021873 0.1148222 0.01
11453 0.8021873 0.1148222 0.01
11454 0.8021873 0.1148222 0.01
11455 0.8021873 0.1148222 0.01
11456 0.8021873 0.1148222 0.01
11457 0.8021873 0.1148222 0.01
11458 0.8021873 0.1148222 0.01
11459 0.8021873 0.1148222 0.01
11460 0.8021873 0.1148222 0.01
11461 0.8021873 0.1148222 0.01
11462 0.8021873 0.1148222 0.01
11463 0.8021873 0.1148222 0.01
11464 0.8021873 0.1148222 0.01
11465 0.8021873 0.1148222 0.01
11466 0.8021873 0.1148222 0.01
11467 0.8021873 0.1148222 0.01
11468 0.8021873 0.1148222 0.01
11469 0.8021873 0.1148222 0.01
11470 0.8021873 0.1148222 0.01
11471 0.8021873 0.1148222 0.01
11472 0.8021873 0.1148222 0.01
11473 0.8021873 0.1148222 0.01
11474 0.8021873 0.1148222 0.01
11475 0.8021873 0.1148222 0.01
11476 0.8021873 0.1148222 0.01
11477 0.8021873 0.1148222 0.01
11478 0.8021873 0.1148222 0.01
11479 0.8021873 0.1148222 0.01
11480 0.8021873 0.1148222 0.01
11481 0.8021873 0.1148222 0.01
11482 0.8021873 0.1148222 0.01
11483 0.8021873 0.1148222 0.01
11484 0.8021873 0.1148222 0.01
11485 0.8021873 0.1148222 0.01
11486 0.8021873 0.1148222 0.01
11487 0.8021873 0.1148222 0.01
11488 0.8021873 0.1148222 0.01
11489 0.8021873 0.1148222 0.01
11490 0.8021873 0.1148222 0.01
11491 0.8021873 0.1148222 0.01
11492 0.8021873 0.1148222 0.01
11493 0.8021873 0.1148222 0.01
11494 0.8021873 0.1148222 0.01
11495 0.8021873 0.1148222 0.01
11496 0.8021873 0.1148222 0.01
11497 0.8021873 0.1148222 0.01
11498 0.8021873 0.1148222 0.01
11499 0.8021873 0.1148222 0.01
11500 0.8021873 0.1148222 0.01
11501 0.8021873 0.1148222 0.01
11502 0.8021873 0.1148222 0.01
11503 0.8021873 0.1148222 0.01
11504 0.8021873 0.1148222 0.01
11505 0.8021873 0.1148222 0.01
11506 0.8021873 0.1148222 0.01
11507 0.8021873 0.1148222 0.01
11508 0.8021873 0.1148222 0.01
11509 0.8021873 0.1148222 0.01
11510 0.8021873 0.1148222 0.01
11511 0.8021873 0.1148222 0.01
11512 0.8021873 0.1148222 0.01
11513 0.8021873 0.1148222 0.01
11514 0.8021873 0.1148222 0.01
11515 0.8021873 0.1148222 0.01
11516 0.8021873 0.1148222 0.01
11517 0.8021873 0.1148222 0.01
11518 0.8021873 0.1148222 0.01
11519 0.8021873 0.1148222 0.01
11520 0.8021873 0.1148222 0.01
11521 0.8021873 0.1148222 0.01
11522 0.8021873 0.1148222 0.01
11523 0.8021873 0.1148222 0.01
11524 0.8021873 0.1148222 0.01
11525 0.8021873 0.1148222 0.01
11526 0.8021873 0.1148222 0.01
11527 0.8021873 0.1148222 0.01
11528 0.8021873 0.1148222 0.01
11529 0.8021873 0.1148222 0.01
11530 0.8021873 0.1148222 0.01
11531 0.8021873 0.1148222 0.01
11532 0.8021873 0.1148222 0.01
11533 0.8021873 0.1148222 0.01
11534 0.8021873 0.1148222 0.01
11535 0.8021873 0.1148222 0.01
11536 0.8021873 0.1148222 0.01
11537 0.8021873 0.1148222 0.01
11538 0.8021873 0.1148222 0.01
11539 0.8021873 0.1148222 0.01
11540 0.8021873 0.1148222 0.01
11541 0.8021873 0.1148222 0.01
11542 0.8021873 0.1148222 0.01
11543 0.8021873 0.1148222 0.01
11544 0.8021873 0.1148222 0.01
11545 0.8021873 0.1148222 0.01
11546 0.8021873 0.1148222 0.01
11547 0.8021873 0.1148222 0.01
11548 0.8021873 0.1148222 0.01
11549 0.8021873 0.1148222 0.01
11550 0.8021873 0.1148222 0.01
11551 0.8021873 0.1148222 0.01
11552 0.8021873 0.1148222 0.01
11553 0.8021873 0.1148222 0.01
11554 0.8021873 0.1148222 0.01
11555 0.8021873 0.1148222 0.01
11556 0.8021873 0.1148222 0.01
11557 0.8021873 0.1148222 0.01
11558 0.8021873 0.1148222 0.01
11559 0.8021873 0.1148222 0.01
11560 0.8021873 0.1148222 0.01
11561 0.8021873 0.1148222 0.01
11562 0.8021873 0.1148222 0.01
11563 0.8021873 0.1148222 0.01
11564 0.8021873 0.1148222 0.01
11565 0.8021873 0.1148222 0.01
11566 0.8021873 0.1148222 0.01
11567 0.8021873 0.1148222 0.01
11568 0.8021873 0.1148222 0.01
11569 0.8021873 0.1148222 0.01
11570 0.8021873 0.1148222 0.01
11571 0.8021873 0.1148222 0.01
11572 0.8021873 0.1148222 0.01
11573 0.8021873 0.1148222 0.01
11574 0.8021873 0.1148222 0.01
11575 0.8021873 0.1148222 0.01
11576 0.8021873 0.1148222 0.01
11577 0.8021873 0.1148222 0.01
11578 0.8021873 0.1148222 0.01
11579 0.8021873 0.1148222 0.01
11580 0.8021873 0.1148222 0.01
11581 0.8021873 0.1148222 0.01
11582 0.8021873 0.1148222 0.01
11583 0.8021873 0.1148222 0.01
11584 0.8021873 0.1148222 0.01
11585 0.8021873 0.1148222 0.01
11586 0.8021873 0.1148222 0.01
11587 0.8021873 0.1148222 0.01
11588 0.8021873 0.1148222 0.01
11589 0.8021873 0.1148222 0.01
11590 0.8021873 0.1148222 0.01
11591 0.8021873 0.1148222 0.01
11592 0.8021873 0.1148222 0.01
11593 0.8021873 0.1148222 0.01
11594 0.8021873 0.1148222 0.01
11595 0.8021873 0.1148222 0.01
11596 0.8021873 0.1148222 0.01
11597 0.8021873 0.1148222 0.01
11598 0.8021873 0.1148222 0.01
11599 0.8021873 0.1148222 0.01
11600 0.8021873 0.1148222 0.01
11601 0.8021873 0.1148222 0.01
11602 0.8021873 0.1148222 0.01
11603 0.8021873 0.1148222 0.01
11604 0.8021873 0.1148222 0.01
11605 0.8021873 0.1148222 0.01
11606 0.8021873 0.1148222 0.01
11607 0.8021873 0.1148222 0.01
11608 0.8021873 0.1148222 0.01
11609 0.8021873 0.1148222 0.01
11610 0.8021873 0.1148222 0.01
11611 0.8021873 0.1148222 0.01
11612 0.8021873 0.1148222 0.01
11613 0.8021873 0.1148222 0.01
11614 0.8021873 0.1148222 0.01
11615 0.8021873 0.1148222 0.01
11616 0.8021873 0.1148222 0.01
11617 0.8021873 0.1148222 0.01
11618 0.8021873 0.1148222 0.01
11619 0.8021873 0.1148222 0.01
11620 0.8021873 0.1148222 0.01
11621 0.8021873 0.1148222 0.01
11622 0.8021873 0.1148222 0.01
11623 0.8021873 0.1148222 0.01
11624 0.8021873 0.1148222 0.01
11625 0.8021873 0.1148222 0.01
11626 0.8021873 0.1148222 0.01
11627 0.8021873 0.1148222 0.01
11628 0.8021873 0.1148222 0.01
11629 0.8021873 0.1148222 0.01
11630 0.8021873 0.1148222 0.01
11631 0.8021873 0.1148222 0.01
11632 0.8021873 0.1148222 0.01
11633 0.8021873 0.1148222 0.01
11634 0.8021873 0.1148222 0.01
11635 0.8021873 0.1148222 0.01
11636 0.8021873 0.1148222 0.01
11637 0.8021873 0.1148222 0.01
11638 0.8021873 0.1148222 0.01
11639 0.8021873 0.1148222 0.01
11640 0.8021873 0.1148222 0.01
11641 0.8021873 0.1148222 0.01
11642 0.8021873 0.1148222 0.01
11643 0.8021873 0.1148222 0.01
11644 0.8021873 0.1148222 0.01
11645 0.8021873 0.1148222 0.01
11646 0.8021873 0.1148222 0.01
11647 0.8021873 0.1148222 0.01
11648 0.8021873 0.1148222 0.01
11649 0.8021873 0.1148222 0.01
11650 0.8021873 0.1148222 0.01
11651 0.8021873 0.1148222 0.01
11652 0.8021873 0.1148222 0.01
11653 0.8021873 0.1148222 0.01
11654 0.8021873 0.1148222 0.01
11655 0.8021873 0.1148222 0.01
11656 0.8021873 0.1148222 0.01
11657 0.8021873 0.1148222 0.01
11658 0.8021873 0.1148222 0.01
11659 0.8021873 0.1148222 0.01
11660 0.8021873 0.1148222 0.01
11661 0.8021873 0.1148222 0.01
11662 0.8021873 0.1148222 0.01
11663 0.8021873 0.1148222 0.01
11664 0.8021873 0.1148222 0.01
11665 0.8021873 0.1148222 0.01
11666 0.8021873 0.1148222 0.01
11667 0.8021873 0.1148222 0.01
11668 0.8021873 0.1148222 0.01
11669 0.8021873 0.1148222 0.01
11670 0.8021873 0.1148222 0.01
11671 0.8021873 0.1148222 0.01
11672 0.8021873 0.1148222 0.01
11673 0.8021873 0.1148222 0.01
11674 0.8021873 0.1148222 0.01
11675 0.8021873 0.1148222 0.01
11676 0.8021873 0.1148222 0.01
11677 0.8021873 0.1148222 0.01
11678 0.8021873 0.1148222 0.01
11679 0.8021873 0.1148222 0.01
11680 0.8021873 0.1148222 0.01
11681 0.8021873 0.1148222 0.01
11682 0.8021873 0.1148222 0.01
11683 0.8021873 0.1148222 0.01
11684 0.8021873 0.1148222 0.01
11685 0.8021873 0.1148222 0.01
11686 0.8021873 0.1148222 0.01
11687 0.8021873 0.1148222 0.01
11688 0.8021873 0.1148222 0.01
11689 0.8021873 0.1148222 0.01
11690 0.8021873 0.1148222 0.01
11691 0.8021873 0.1148222 0.01
11692 0.8021873 0.1148222 0.01
11693 0.8021873 0.1148222 0.01
11694 0.8021873 0.1148222 0.01
11695 0.8021873 0.1148222 0.01
11696 0.8021873 0.1148222 0.01
11697 0.8021873 0.1148222 0.01
11698 0.8021873 0.1148222 0.01
11699 0.8021873 0.1148222 0.01
11700 0.8021873 0.1148222 0.01
11701 0.8021873 0.1148222 0.01
11702 0.8021873 0.1148222 0.01
11703 0.8021873 0.1148222 0.01
11704 0.8021873 0.1148222 0.01
11705 0.8021873 0.1148222 0.01
11706 0.8021873 0.1148222 0.01
11707 0.8021873 0.1148222 0.01
11708 0.8021873 0.1148222 0.01
11709 0.8021873 0.1148222 0.01
11710 0.8021873 0.1148222 0.01
11711 0.8021873 0.1148222 0.01
11712 0.8021873 0.1148222 0.01
11713 1.380533 0.4937353 0.01
11714 1.380533 0.4937353 0.01
11715 1.380533 0.4937353 0.01
11716 1.380533 0.4937353 0.01
11717 1.380533 0.4937353 0.01
11718 1.380533 0.4937353 0.01
11719 1.380533 0.4937353 0.01
11720 1.380533 0.4937353 0.01
11721 1.380533 0.4937353 0.01
11722 1.380533 0.4937353 0.01
11723 1.380533 0.4937353 0.01
11724 1.380533 0.4937353 0.01
11725 1.380533 0.4937353 0.01
11726 1.380533 0.4937353 0.01
11727 1.380533 0.4937353 0.01
11728 1.380533 0.4937353 0.01
11729 1.380533 0.4937353 0.01
11730 1.380533 0.4937353 0.01
11731 1.380533 0.4937353 0.01
11732 1.380533 0.4937353 0.01
11733 1.380533 0.4937353 0.01
11734 1.380533 0.4937353 0.01
11735 1.380533 0.4937353 0.01
11736 1.380533 0.4937353 0.01
11737 1.380533 0.4937353 0.01
11738 1.380533 0.4937353 0.01
11739 1.380533 0.4937353 0.01
11740 1.380533 0.4937353 0.01
11741 1.380533 0.4937353 0.01
11742 1.380533 0.4937353 0.01
11743 1.380533 0.4937353 0.01
11744 1.380533 0.4937353 0.01
11745 1.380533 0.4937353 0.01
11746 1.380533 0.4937353 0.01
11747 1.380533 0.4937353 0.01
11748 1.380533 0.4937353 0.01
11749 1.380533 0.4937353 0.01
11750 1.380533 0.4937353 0.01
11751 1.380533 0.4937353 0.01
11752 1.380533 0.4937353 0.01
11753 1.380533 0.4937353 0.01
11754 1.380533 0.4937353 0.01
11755 1.380533 0.4937353 0.01
11756 1.380533 0.4937353 0.01
11757 1.380533 0.4937353 0.01
11758 1.380533 0.4937353 0.01
11759 1.380533 0.4937353 0.01
11760 1.380533 0.4937353 0.01
11761 1.380533 0.4937353 0.01
11762 1.380533 0.4937353 0.01
11763 1.380533 0.4937353 0.01
11764 1.380533 0.4937353 0.01
11765 1.380533 0.4937353 0.01
11766 1.380533 0.4937353 0.01
11767 1.380533 0.4937353 0.01
11768 1.380533 0.4937353 0.01
11769 1.380533 0.4937353 0.01
11770 1.380533 0.4937353 0.01
11771 1.380533 0.4937353 0.01
11772 1.380533 0.4937353 0.01
11773 1.380533 0.4937353 0.01
11774 1.380533 0.4937353 0.01
11775 1.380533 0.4937353 0.01
11776 1.380533 0.4937353 0.01
11777 1.380533 0.4937353 0.01
11778 1.380533 0.4937353 0.01
11779 1.380533 0.4937353 0.01
11780 1.380533 0.4937353 0.01
11781 1.380533 0.4937353 0.01
11782 1.380533 0.4937353 0.01
11783 1.380533 0.4937353 0.01
11784 1.380533 0.4937353 0.01
11785 1.380533 0.4937353 0.01
11786 1.380533 0.4937353 0.01
11787 1.380533 0.4937353 0.01
11788 1.380533 0.4937353 0.01
11789 1.380533 0.4937353 0.01
11790 1.380533 0.4937353 0.01
11791 1.380533 0.4937353 0.01
11792 1.380533 0.4937353 0.01
11793 1.380533 0.4937353 0.01
11794 1.380533 0.4937353 0.01
11795 1.380533 0.4937353 0.01
11796 1.380533 0.4937353 0.01
11797 1.380533 0.4937353 0.01
11798 1.380533 0.4937353 0.01
11799 1.380533 0.4937353 0.01
11800 1.380533 0.4937353 0.01
11801 1.380533 0.4937353 0.01
11802 1.380533 0.4937353 0.01
11803 1.380533 0.4937353 0.01
11804 1.380533 0.4937353 0.01
11805 1.380533 0.4937353 0.01
11806 1.380533 0.4937353 0.01
11807 1.380533 0.4937353 0.01
11808 1.380533 0.4937353 0.01
11809 1.380533 0.4937353 0.01
11810 1.380533 0.4937353 0.01
11811 1.380533 0.4937353 0.01
11812 1.380533 0.4937353 0.01
11813 1.380533 0.4937353 0.01
11814 1.380533 0.4937353 0.01
11815 1.380533 0.4937353 0.01
11816 1.380533 0.4937353 0.01
11817 1.380533 0.4937353 0.01
11818 1.380533 0.4937353 0.01
11819 1.380533 0.4937353 0.01
11820 1.380533 0.4937353 0.01
11821 1.380533 0.4937353 0.01
11822 1.380533 0.4937353 0.01
11823 1.380533 0.4937353 0.01
11824 1.380533 0.4937353 0.01
11825 1.380533 0.4937353 0.01
11826 1.380533 0.4937353 0.01
11827 1.380533 0.4937353 0.01
11828 1.380533 0.4937353 0.01
11829 1.380533 0.4937353 0.01
11830 1.380533 0.4937353 0.01
11831 1.380533 0.4937353 0.01
11832 1.380533 0.4937353 0.01
11833 1.380533 0.4937353 0.01
11834 1.380533 0.4937353 0.01
11835 1.380533 0.4937353 0.01
11836 1.380533 0.4937353 0.01
11837 1.380533 0.4937353 0.01
11838 1.380533 0.4937353 0.01
11839 1.380533 0.4937353 0.01
11840 1.380533 0.4937353 0.01
11841 1.380533 0.4937353 0.01
11842 1.380533 0.4937353 0.01
11843 1.380533 0.4937353 0.01
11844 1.380533 0.4937353 0.01
11845 1.380533 0.4937353 0.01
11846 1.380533 0.4937353 0.01
11847 1.380533 0.4937353 0.01
11848 1.380533 0.4937353 0.01
11849 1.380533 0.4937353 0.01
11850 1.380533 0.4937353 0.01
11851 1.380533 0.4937353 0.01
11852 1.380533 0.4937353 0.01
11853 1.380533 0.4937353 0.01
11854 1.380533 0.4937353 0.01
11855 1.380533 0.4937353 0.01
11856 1.380533 0.4937353 0.01
11857 1.380533 0.4937353 0.01
11858 1.380533 0.4937353 0.01
11859 1.380533 0.4937353 0.01
11860 1.380533 0.4937353 0.01
11861 1.380533 0.4937353 0.01
11862 1.380533 0.4937353 0.01
11863 1.380533 0.4937353 0.01
11864 1.380533 0.4937353 0.01
11865 1.380533 0.4937353 0.01
11866 1.380533 0.4937353 0.01
11867 1.380533 0.4937353 0.01
11868 1.380533 0.4937353 0.01
11869 1.380533 0.4937353 0.01
11870 1.380533 0.4937353 0.01
11871 1.380533 0.4937353 0.01
11872 1.380533 0.4937353 0.01
11873 1.380533 0.4937353 0.01
11874 1.380533 0.4937353 0.01
11875 1.380533 0.4937353 0.01
11876 1.380533 0.4937353 0.01
11877 1.380533 0.4937353 0.01
11878 1.380533 0.4937353 0.01
11879 1.380533 0.4937353 0.01
11880 1.380533 0.4937353 0.01
11881 1.380533 0.4937353 0.01
11882 1.380533 0.4937353 0.01
11883 1.380533 0.4937353 0.01
11884 1.380533 0.4937353 0.01
11885 1.380533 0.4937353 0.01
11886 1.380533 0.4937353 0.01
11887 1.380533 0.4937353 0.01
11888 1.380533 0.4937353 0.01
11889 1.380533 0.4937353 0.01
11890 1.380533 0.4937353 0.01
11891 1.380533 0.4937353 0.01
11892 1.380533 0.4937353 0.01
11893 1.380533 0.4937353 0.01
11894 1.380533 0.4937353 0.01
11895 1.380533 0.4937353 0.01
